sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0527,zodiac-loach,triangularis-loach,Zodiac loach,Loach,Cobitidae / Botiidae,Asia,Beginner-Intermediate,Peaceful (with care),Bottom,115-280 L (species-dependent),2-12 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Groups of 5 or more,10-15 years,,Zodiac loach is a social bottom-dwelling loach that does best in groups and appreciates smooth substrate and hiding spots. Some stay small; clown loaches grow large and long-lived.,Keep in groups of 5+ — loaches are social and pine when kept singly. | Use smooth substrate and provide caves/tunnels for security. | Many relish snails; confirm adult size (clown loach reaches ~30 cm).,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Use a sinking food; many also relish snails.,https://care.best4pets.in/fish/zodiac-loach,https://care.best4pets.in/fish/zodiac-loach/care/,https://best4pets.in/products/triangularis-loach,Zodiac loach
RA-FSH-0528,kitty-tetra,kitty-tetra,Kitty Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Kitty Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/kitty-tetra,https://care.best4pets.in/fish/kitty-tetra/care/,https://best4pets.in/products/kitty-tetra,Kitty Tetra (Pair)
RA-FSH-0529,badis-assamensis-2,badis-assamensis,Badis assamensis,Badis/Dario,Badidae,Asia,Intermediate,Peaceful (with care),Bottom-Middle,40-75 L,0.8-3 in (2-8 cm),22-26°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore (micro),Pairs / harem,3-5 years,2.5-3 cm,"Badis assamensis is a small, shy micro-predator (such as the scarlet badis). It often refuses dry food, needs gentle tankmates and dense cover, and rewards patience with jewel-like colour.","Feed small live/frozen foods — most refuse flakes and pellets. | Keep with calm, small tankmates; boisterous fish outcompete them. | Provide dense planting and cover so this shy fish feels secure.",aqa-brineshrimp-flakes,,Usually needs live/frozen micro-foods — may refuse dry food.,https://care.best4pets.in/fish/badis-assamensis-2,https://care.best4pets.in/fish/badis-assamensis-2/care/,https://best4pets.in/products/badis-assamensis,Badis assamensis 2.5-3cm
RA-FSH-0530,japan-blue-guppy,japan-blue-guppy,Japan Blue Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Japan Blue Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/japan-blue-guppy,https://care.best4pets.in/fish/japan-blue-guppy/care/,https://best4pets.in/products/japan-blue-guppy,Japan Blue Guppy (Pair)
RA-FSH-0531,hockeystick-tetra,hockeystick-tetra,Hockeystick Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Hockeystick Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/hockeystick-tetra,https://care.best4pets.in/fish/hockeystick-tetra/care/,https://best4pets.in/products/hockeystick-tetra,Hockeystick Tetra (Pair)
RA-FSH-0532,channa-gachua,channa-gachua-assam-3-4,Channa gachua,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,3 in,"Channa gachua is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/channa-gachua,https://care.best4pets.in/fish/channa-gachua/care/,https://best4pets.in/products/channa-gachua-assam-3-4,"Channa gachua (Assam), 3""-4"""
RA-FSH-0533,channa-bipuli-2,channa-bipuli,Channa bipuli,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,,"Channa bipuli is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/channa-bipuli-2,https://care.best4pets.in/fish/channa-bipuli-2/care/,https://best4pets.in/products/channa-bipuli,Channa bipuli
RA-FSH-0534,banded-gourami,banded-gourami-trichogaster-fasciata-wild-2-2-5,Banded Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,2-2.5 in,"Banded Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/banded-gourami,https://care.best4pets.in/fish/banded-gourami/care/,https://best4pets.in/products/banded-gourami-trichogaster-fasciata-wild-2-2-5,"Banded Gourami 2-2.5"" (Pair)"
RA-FSH-0535,jack-dempsey-cichlid-rocio-octofasciata,jack-dempsey-cichlid-rocio-octofasciata-2,Jack Dempsey cichlid / Rocio octofasciata,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,280 L,8-12 in (20-30 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2.5 in,"Jack Dempsey cichlid / Rocio octofasciata is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/jack-dempsey-cichlid-rocio-octofasciata,https://care.best4pets.in/fish/jack-dempsey-cichlid-rocio-octofasciata/care/,https://best4pets.in/products/jack-dempsey-cichlid-rocio-octofasciata-2,"Jack Dempsey cichlid / Rocio octofasciata 2.5"""
RA-FSH-0536,glowlight-tetra,glowlight-tetra,Glowlight Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Glowlight Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/glowlight-tetra,https://care.best4pets.in/fish/glowlight-tetra/care/,https://best4pets.in/products/glowlight-tetra,Glowlight Tetra (Pair)
RA-FSH-0537,albino-cherry-barb,albino-cherry-barb,Albino Cherry Barb,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Albino Cherry Barb is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/albino-cherry-barb,https://care.best4pets.in/fish/albino-cherry-barb/care/,https://best4pets.in/products/albino-cherry-barb,Albino Cherry Barb (Pair)
RA-FSH-0538,paskai-rainbow,paskai-rainbow-fish-pseudomugil-paskai,Paskai Rainbow,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,,"Paskai Rainbow is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/paskai-rainbow,https://care.best4pets.in/fish/paskai-rainbow/care/,https://best4pets.in/products/paskai-rainbow-fish-pseudomugil-paskai,Paskai Rainbow (Pair)
RA-FSH-0539,rasbora-espei,lambchop-rasbora-rasbora-espei-large,Rasbora espei,Rasbora,Cyprinidae,Southeast Asia,Beginner,Peaceful,Middle,40-75 L,0.75-2 in (2-5 cm),23-27°C,5.5-7.0,Soft-Medium (2-12 dGH),Omnivore,Shoal of 8 or more,3-5 years,,Rasbora espei is a peaceful nano cyprinid that shoals tightly and suits planted and nano aquascapes. Its small size and calm nature make it a community favourite.,"Keep 8+ together for a confident, colourful shoal. | Soft, slightly acidic water and planted cover bring out the best colour. | Feed small foods — micro-pellets, crushed flake and frozen daphnia/cyclops.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/rasbora-espei,https://care.best4pets.in/fish/rasbora-espei/care/,https://best4pets.in/products/lambchop-rasbora-rasbora-espei-large,Rasbora espei (Pair)
RA-FSH-0540,gardneri-killifish,gardneri-killifish,Gardneri killifish,Killifish/Ricefish,Aplocheilidae / Adrianichthyidae,Varies,Intermediate,Peaceful (with care),Top-Middle,40-75 L,1-3 in (2.5-8 cm),20-26°C,6.0-7.5,Soft-Medium (3-12 dGH),Carnivore (micro),Pairs or small groups,1-3 years,1.5 in,"Gardneri killifish is a small, jewel-like killifish/ricefish. Many prefer soft water and take small live/frozen foods; males can spar, so provide cover and watch groupings.",Keep a tight lid — many killifish are accomplished jumpers. | Offer small live/frozen foods (some ignore dry food). | Provide dense planting/cover; watch male-to-male sparring.,aqa-brineshrimp-flakes,aqa-micro-pellet-colour-enhancing,Prefers small live/frozen foods; some ignore dry food.,https://care.best4pets.in/fish/gardneri-killifish,https://care.best4pets.in/fish/gardneri-killifish/care/,https://best4pets.in/products/gardneri-killifish,"Gardneri killifish 1.5"""
RA-FSH-0541,golden-wonder-killifish,golden-wonder-killifish-5cm,Golden Wonder Killifish,Killifish/Ricefish,Aplocheilidae / Adrianichthyidae,Varies,Intermediate,Peaceful (with care),Top-Middle,40-75 L,1-3 in (2.5-8 cm),20-26°C,6.0-7.5,Soft-Medium (3-12 dGH),Carnivore (micro),Pairs or small groups,1-3 years,,"Golden Wonder Killifish is a small, jewel-like killifish/ricefish. Many prefer soft water and take small live/frozen foods; males can spar, so provide cover and watch groupings.",Keep a tight lid — many killifish are accomplished jumpers. | Offer small live/frozen foods (some ignore dry food). | Provide dense planting/cover; watch male-to-male sparring.,aqa-brineshrimp-flakes,aqa-micro-pellet-colour-enhancing,Prefers small live/frozen foods; some ignore dry food.,https://care.best4pets.in/fish/golden-wonder-killifish,https://care.best4pets.in/fish/golden-wonder-killifish/care/,https://best4pets.in/products/golden-wonder-killifish-5cm,Golden Wonder Killifish
RA-FSH-0542,albino-paradise-fish,paradise-fish-macropodus-opercularis-1-5,Albino Paradise fish,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,,"Albino Paradise fish is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/albino-paradise-fish,https://care.best4pets.in/fish/albino-paradise-fish/care/,https://best4pets.in/products/paradise-fish-macropodus-opercularis-1-5,Albino Paradise fish (Pair)
RA-FSH-0543,leopard-gourami-2,ctenopoma-acutirostre-leopard-bushfish-1-25,Leopard Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,,"Leopard Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/leopard-gourami-2,https://care.best4pets.in/fish/leopard-gourami-2/care/,https://best4pets.in/products/ctenopoma-acutirostre-leopard-bushfish-1-25,Leopard Gourami (pair)
RA-FSH-0544,red-whiptail-catfish,red-whiptail-catfish,Red Whiptail Catfish,Pleco (L-number/Bristlenose),Loricariidae,South America,Beginner-Intermediate,Peaceful (with care),Bottom,115 L (varies by species),4-18 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (2-15 dGH),Omnivore,Solitary (can be territorial),10-15 years,3 in,"Red Whiptail Catfish is a loricariid catfish. Sizes range from a 12 cm bristlenose to an 45 cm+ common pleco, so confirm the species. Most graze biofilm and need driftwood and sinking foods.","Provide driftwood — many species rasp on wood as part of their diet. | Don't rely on tank algae alone; offer sinking wafers and vegetables (Hypancistrus are carnivores). | Confirm adult size before buying — bristlenose stay ~12 cm, common/sailfin plecos exceed 40 cm.",aqa-micro-pellet-economy,,"Supplement with algae wafers, vegetables and driftwood (Hypancistrus need meaty food).",https://care.best4pets.in/fish/red-whiptail-catfish,https://care.best4pets.in/fish/red-whiptail-catfish/care/,https://best4pets.in/products/red-whiptail-catfish,Red Whiptail Catfish 3inch
RA-FSH-0545,apistogramma-cacatuoides-orange,apistogramma-cacatuoides-double-red-1-25,Apistogramma cacatuoides orange,Dwarf Cichlid (Apisto/Ram),Cichlidae,South America,Intermediate,Peaceful (with care),Bottom-Middle,75-115 L,2-3.5 in (5-9 cm),26-29°C,5.5-7.0,Soft (2-10 dGH),Carnivore/Omnivore,Pairs,2-4 years,,"Apistogramma cacatuoides orange is a colourful dwarf cichlid best kept as a pair in warm, soft water with caves and territory. Peaceful in a community, but defends a small breeding territory.","Warm, soft, slightly acidic water suits dwarf cichlids best. | Provide caves and broken sight-lines so a pair can hold territory. | Rams (Mikrogeophagus) want the warm end (28-30°C) and stable water.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/apistogramma-cacatuoides-orange,https://care.best4pets.in/fish/apistogramma-cacatuoides-orange/care/,https://best4pets.in/products/apistogramma-cacatuoides-double-red-1-25,"Apistogramma cacatuoides ""orange"" (Pair)"
RA-FSH-0546,rainbow-cichlid-archocentrus-multispinosus,rainbow-cichlid-archocentrus-multispinosus-2-5,Rainbow Cichlid / Archocentrus multispinosus,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,150 L,4-6 in (10-15 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,3 in,"Rainbow Cichlid / Archocentrus multispinosus is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/rainbow-cichlid-archocentrus-multispinosus,https://care.best4pets.in/fish/rainbow-cichlid-archocentrus-multispinosus/care/,https://best4pets.in/products/rainbow-cichlid-archocentrus-multispinosus-2-5,"Rainbow Cichlid / Archocentrus multispinosus 3"""
RA-FSH-0547,jaguar-cichlid-3,jaguar-cichlid-5-parachromis-managuensis,Jaguar Cichlid,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,475 L,14-16 in (35-40 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,4 in,"Jaguar Cichlid is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/jaguar-cichlid-3,https://care.best4pets.in/fish/jaguar-cichlid-3/care/,https://best4pets.in/products/jaguar-cichlid-5-parachromis-managuensis,Jaguar Cichlid 4 inch
RA-FSH-0548,botia-dario-queen-loach,botia-dario-queen-loach-3,Botia dario / Queen Loach,Loach,Cobitidae / Botiidae,Asia,Beginner-Intermediate,Peaceful (with care),Bottom,115-280 L (species-dependent),2-12 in — varies by species,24-28°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Groups of 5 or more,10-15 years,2 in,Botia dario / Queen Loach is a social bottom-dwelling loach that does best in groups and appreciates smooth substrate and hiding spots. Some stay small; clown loaches grow large and long-lived.,Keep in groups of 5+ — loaches are social and pine when kept singly. | Use smooth substrate and provide caves/tunnels for security. | Many relish snails; confirm adult size (clown loach reaches ~30 cm).,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Use a sinking food; many also relish snails.,https://care.best4pets.in/fish/botia-dario-queen-loach,https://care.best4pets.in/fish/botia-dario-queen-loach/care/,https://best4pets.in/products/botia-dario-queen-loach-3,"Botia dario / Queen Loach 2"" (Pair)"
RA-FSH-0549,peaock-eel-macrognathus-aculeatus,peaock-eel-macrognathus-aculeatus-6-7,Peaock eel / Macrognathus aculeatus,Oddball/Predator,Various,Varies,Intermediate-Advanced,Aggressive,All levels,280-1140+ L (species-dependent),6-48 in — varies hugely by species,24-28°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or species-dependent,10-20 years,5 in,"Peaock eel / Macrognathus aculeatus is a specialist 'oddball' predator (such as bichirs, arowana, gar, knifefish or eels). Most grow large and hunt, so the exact species dictates tank size and tankmates.","Use a tight, weighted lid — most oddball predators jump or climb. | Predatory: never house with fish small enough to be swallowed. | Research the exact species — many outgrow standard aquariums dramatically.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish; large species need large prey items.,https://care.best4pets.in/fish/peaock-eel-macrognathus-aculeatus,https://care.best4pets.in/fish/peaock-eel-macrognathus-aculeatus/care/,https://best4pets.in/products/peaock-eel-macrognathus-aculeatus-6-7,"Peaock eel / Macrognathus aculeatus 5""- 6"""
RA-FSH-0550,golden-honey-gourami,golden-honey-gourami,Golden Honey Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,,"Golden Honey Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/golden-honey-gourami,https://care.best4pets.in/fish/golden-honey-gourami/care/,https://best4pets.in/products/golden-honey-gourami,Golden Honey Gourami (Pair)
RA-FSH-0551,cobalt-gourami,cobalt-gourami-small,Cobalt Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,,"Cobalt Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/cobalt-gourami,https://care.best4pets.in/fish/cobalt-gourami/care/,https://best4pets.in/products/cobalt-gourami-small,Cobalt Gourami (Pair)
RA-FSH-0552,scar-diamond-veil-tail,super-veil-tail-marble-angel-large,Scar Diamond Veil Tail,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,,"Scar Diamond Veil Tail is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/scar-diamond-veil-tail,https://care.best4pets.in/fish/scar-diamond-veil-tail/care/,https://best4pets.in/products/super-veil-tail-marble-angel-large,Scar Diamond Veil Tail Medium (Pair)
RA-FSH-0553,neon-blue-acara-3,neon-blue-acara-3,Neon Blue Acara,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2 in,"Neon Blue Acara is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/neon-blue-acara-3,https://care.best4pets.in/fish/neon-blue-acara-3/care/,https://best4pets.in/products/neon-blue-acara-3,Neon Blue Acara 2inch (Pair)
RA-FSH-0554,green-tiger-barb,green-tiger-barb-small,Green Tiger Barb,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Green Tiger Barb is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/green-tiger-barb,https://care.best4pets.in/fish/green-tiger-barb/care/,https://best4pets.in/products/green-tiger-barb-small,Green Tiger Barb Small
RA-FSH-0555,panda-black-guppy,panda-black-guppy,Panda Black Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Panda Black Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/panda-black-guppy,https://care.best4pets.in/fish/panda-black-guppy/care/,https://best4pets.in/products/panda-black-guppy,Panda Black Guppy (Male)
RA-FSH-0556,half-black-guppy,half-black-guppy-2-jumbo,Half Black Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Half Black Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/half-black-guppy,https://care.best4pets.in/fish/half-black-guppy/care/,https://best4pets.in/products/half-black-guppy-2-jumbo,Half Black Guppy (Pair)
RA-FSH-0557,flamingo-metallic-guppy,flamingo-metallic-guppy,Flamingo Metallic Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Flamingo Metallic Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/flamingo-metallic-guppy,https://care.best4pets.in/fish/flamingo-metallic-guppy/care/,https://best4pets.in/products/flamingo-metallic-guppy,Flamingo Metallic Guppy (Pair)
